,photo_url,link,name,central_distance,sustainability,rating,review_count,room_description,room_specifics,price,original_price,neighborhood_city,comfort_rating,start_date,end_date,name,description
29,https://cf.bstatic.com/xdata/images/hotel/square200/464269521.webp?k=d546287c20dbd38b4e25522898c199f3665b764fb3e7165f2be00e1e3d25eedd&o=,https://www.booking.com/hotel/es/acta-madfor.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARnIAQ_YAQHoAQH4AQKIAgGoAgO4Arn07a0GwAIB0gIkYzI0OTVjNGEtMGRiMy00YjczLWIxZmUtMGJhM2E1NGJhNjUx2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-03&checkout=2024-06-09&dest_id=-390625&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&nflt=ht_id%3D204&srpvid=ca9c4db85b0d002a&srepoch=1706785422&all_sr_blocks=44209330_88209534_0_2_0&highlighted_blocks=44209330_88209534_0_2_0&matching_block_id=44209330_88209534_0_2_0&sr_pri_blocks=44209330_88209534_0_2_0__83610&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Hotel Acta Madfor,1.6,1.0,8.3,3403.0,Small Double Room,1 twin bed,836,,"Moncloa-Aravaca, Madrid",,2024/06/03,2024/06/09,Hotel Acta Madfor,"Offering smart rooms with great views of Casa de Campo Park and Madrid’s Royal Palace, Hotel Acta Madfor is set on Paseo de la Florida, just a few feet from Príncipe Pío Metro Station. It features a 24-hour front desk and a terrace.
Each stylish, air-conditioned room at Hotel Acta Madfor has contemporary décor with dark brown finishes. There is free Wi-Fi, a safe and a flat-screen TV. The slate tile bathroom has free toiletries.
Hotel Acta Madfor offers a lounge area with snacks and breakfast. Restaurants, bars and cafés can be found along Paseo de la Florida. The lively La Latina and Puerta del Sol districts can be reached in less than 10 minutes by Metro.
Gran Vía Avenue with its many theaters and shopping is within a 15 minute walk of the Acta Madfor. El Retiro Park, the Museum Triangle and Atocha Train Station can be reached in around 20 minutes by Metro."
30,https://cf.bstatic.com/xdata/images/hotel/square200/215341949.webp?k=619c8ca1454e5739876f66487491ae627ce77dfe8dc8488f46d7ca7ce58a6621&o=,https://www.booking.com/hotel/es/cataloniamoratin.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARnIAQ_YAQHoAQH4AQKIAgGoAgO4Arn07a0GwAIB0gIkYzI0OTVjNGEtMGRiMy00YjczLWIxZmUtMGJhM2E1NGJhNjUx2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-03&checkout=2024-06-09&dest_id=-390625&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&nflt=ht_id%3D204&srpvid=ca9c4db85b0d002a&srepoch=1706785422&all_sr_blocks=9057505_194595402_0_2_0&highlighted_blocks=9057505_194595402_0_2_0&matching_block_id=9057505_194595402_0_2_0&sr_pri_blocks=9057505_194595402_0_2_0__122000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Catalonia Puerta del Sol,300.0,3.0,9.0,2282.0,Double or Twin Room,Beds: 1 double or 2 twins,1220,,"Madrid City Center, Madrid",9.7,2024/06/03,2024/06/09,Catalonia Puerta del Sol,"Catalonia Puerta del Sol is set in a magnificent 18th-century building in the historic center of Madrid, a few minutes from Puerta del Sol. It offers free Wi-Fi throughout the hotel.
The hotel is just 164 feet from Puerta del Sol, Madrid's main square and from main tapas restaurants. You can walk to Madrid's famous Art Triangle in 15 minutes. Atocha Train Station is 0.6 mi away.
The air-conditioned rooms feature parquet floors and smart décor. ach one has flat-screen satellite smart TV with Chromecast app, a private bathroom and a mini-bar.
The Puerta del Sol's restaurant serves a buffet breakfast each morning, and available until 12:00 at weekends. There is also a bar with a roofed terrace, El Patio, where you can get a snack or a drink. There is also a patio with crystal domes.
All hotel rooms have smart TVs, which are equipped with Chromecast app."
31,https://cf.bstatic.com/xdata/images/hotel/square200/178969113.webp?k=6c773c06d8b3bc57c8c57b222c890da9404d90fb12fb414d603c94d5e440a50a&o=,https://www.booking.com/hotel/es/apartamentos-recoletos.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARnIAQ_YAQHoAQH4AQKIAgGoAgO4Arn07a0GwAIB0gIkYzI0OTVjNGEtMGRiMy00YjczLWIxZmUtMGJhM2E1NGJhNjUx2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-03&checkout=2024-06-09&dest_id=-390625&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&nflt=ht_id%3D204&srpvid=ca9c4db85b0d002a&srepoch=1706785422&all_sr_blocks=4993017_344792065_0_0_0&highlighted_blocks=4993017_344792065_0_0_0&matching_block_id=4993017_344792065_0_0_0&sr_pri_blocks=4993017_344792065_0_0_0__89000&from=searchresults#hotelTmpl,Apartamentos Recoletos,1.3,,7.7,5748.0,Double or Twin Room,Beds: 1 double or 2 twins,890,,"Salamanca, Madrid",9.5,2024/06/03,2024/06/09,Apartamentos Recoletos,"These functional apartments lie just off the grand street of Paseo Recoletos, offering spacious and independent accommodations right in the commercial heart of Madrid.
Each unit at Apartamentos Recoletos comes with its own kitchenette, allowing you to prepare your meals as and when you like. Its climate-controlled accommodations also includes a digital TV and full bathroom. Free high-speed WiFi is available. Accommodations is available for people with reduced hearing.
Use this property as a base to stay near Madrid’s famous Calle Serrano – full of some of the city’s most prestigious shops. Also nearby is the charming park of the Retiro. Products for a continental breakfast are served in the room.
Convenient public transport – including the Metro from Colón and Serrano Stations – means you can easily travel around the Spanish capital."
32,https://cf.bstatic.com/xdata/images/hotel/square200/67194423.webp?k=6d8bf72d1f2d61c46ecfcaac0400be0aa877106a96122a327b539fc9344c95d7&o=,https://www.booking.com/hotel/es/abalu.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARnIAQ_YAQHoAQH4AQKIAgGoAgO4Arn07a0GwAIB0gIkYzI0OTVjNGEtMGRiMy00YjczLWIxZmUtMGJhM2E1NGJhNjUx2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-03&checkout=2024-06-09&dest_id=-390625&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&nflt=ht_id%3D204&srpvid=ca9c4db85b0d002a&srepoch=1706785422&all_sr_blocks=9167303_330823213_2_2_0&highlighted_blocks=9167303_330823213_2_2_0&matching_block_id=9167303_330823213_2_2_0&sr_pri_blocks=9167303_330823213_2_2_0__87400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Abalú Small Luxury & Design Boutique Hotel,0.8,1.0,7.7,1349.0,Double Room,1 full bed,874,,"Madrid City Center, Madrid",,2024/06/03,2024/06/09,Abalú Small Luxury & Design Boutique Hotel,"Abalú Small Luxury & Design Boutique Hotel is located 1312 feet from Gran Vía Avenue in central Madrid. It is a boutique hotel offering avant-garde design and the possibility of pre-selecting the scent of your room. Private parking is available on site.
All rooms have been individually designed. They all have air conditioning, heating and a TV. Suites come with a home cinema and Mac laptop.
Staff at the 24-hour reception can help to plan your stay in Madrid. There is also a bicycle rental service and an airport shuttle service on request. Other facilities include a restaurant.
The hotel is well-located in Madrid's trendy Malasaña area and just a 5-minute walk from the lively Chueca district. Both areas are full of popular restaurants and bars.
Plaza de España is just 1312 feet away, and the alternative Fuencarral Market is a 5-minute walk from Abalú Small Luxury & Design Boutique Hotel."
33,https://cf.bstatic.com/xdata/images/hotel/square200/317971109.webp?k=a0d8dc21024820362867bb0a9a9d4b799464a323d25cdf9a935010ac7bde3dd5&o=,https://www.booking.com/hotel/es/hoprevippreciados.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARnIAQ_YAQHoAQH4AQKIAgGoAgO4Arn07a0GwAIB0gIkYzI0OTVjNGEtMGRiMy00YjczLWIxZmUtMGJhM2E1NGJhNjUx2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-03&checkout=2024-06-09&dest_id=-390625&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&nflt=ht_id%3D204&srpvid=ca9c4db85b0d002a&srepoch=1706785422&all_sr_blocks=9145119_208307871_0_34_0&highlighted_blocks=9145119_208307871_0_34_0&matching_block_id=9145119_208307871_0_34_0&sr_pri_blocks=9145119_208307871_0_34_0__139778&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Preciados,500.0,1.0,9.0,3791.0,Deluxe Double Room,1 queen bed,1398,,"Madrid City Center, Madrid",9.7,2024/06/03,2024/06/09,Preciados,"The Hotel Preciados is located in the heart of Madrid, 5 minutes’ walk from the Puerta del Sol. It offers modern services, including free Wi-Fi access and free mini-bar in rooms.
The hotel is housed in a restored 19th-century building. One floor is completely nonsmoking. It also offers well-equipped meeting rooms, a restaurant and a cocktail lounge.
Bedrooms at the Preciados are tastefully decorated, and most have a balcony. There is also satellite TV and a pillow menu.
The hotel is a 5-minute walk from the Plaza Mayor and the Royal Palace. It also has excellent public transport connections, with 2 metro stations within 246 feet."
34,https://cf.bstatic.com/xdata/images/hotel/square200/16202160.webp?k=9803742623938cd1c5b6891655dc558288cd78553c2b9c8aa5908391f290bf54&o=,https://www.booking.com/hotel/es/innside-madrid-genova.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARnIAQ_YAQHoAQH4AQKIAgGoAgO4Arn07a0GwAIB0gIkYzI0OTVjNGEtMGRiMy00YjczLWIxZmUtMGJhM2E1NGJhNjUx2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-03&checkout=2024-06-09&dest_id=-390625&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&nflt=ht_id%3D204&srpvid=ca9c4db85b0d002a&srepoch=1706785422&all_sr_blocks=46871303_91989440_0_2_0&highlighted_blocks=46871303_91989440_0_2_0&matching_block_id=46871303_91989440_0_2_0&sr_pri_blocks=46871303_91989440_0_2_0__88600&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Hotel Sardinero Madrid,1.4,1.0,8.8,1953.0,Standard Double or Twin Room,Beds: 1 double or 2 twins,886,,"Chamberi, Madrid",9.5,2024/06/03,2024/06/09,Hotel Sardinero Madrid,"Set in a charming historical building, Hotel Sardinero Madrid is located in central Madrid’s Alonso Martínez Square. It offers stylish, air-conditioned rooms with free Wi-Fi.
The rooms at Hotel Sardinero Madrid feature traditional high ceilings, modern parquet floors and attractive, minimalist décor. Each one comes with a flat-screen TV and a private bathroom with a large rain-effect shower.
The hotel serves a daily buffet breakfast in the bright interior courtyard. There is also an on-site bar, and you can enjoy a drink in the library.
Hotel Sardinero Madrid is located on the edge of the lively Chueca district, and there are numerous charming cafes and tapas bars, as well as vibrant nightlife, within a short walk. Alonso Martínez Metro Station is right outside the Hotel Sardinero Madrid, with Puerta del Sol just 3 stops away."
35,https://cf.bstatic.com/xdata/images/hotel/square200/196842414.webp?k=fb965dd73a6424b1f9f525de4cdf59c1b35a7fb47345c05f87ee44b067de3895&o=,https://www.booking.com/hotel/es/agumarmadrid.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARnIAQ_YAQHoAQH4AQKIAgGoAgO4Arn07a0GwAIB0gIkYzI0OTVjNGEtMGRiMy00YjczLWIxZmUtMGJhM2E1NGJhNjUx2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-03&checkout=2024-06-09&dest_id=-390625&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&nflt=ht_id%3D204&srpvid=ca9c4db85b0d002a&srepoch=1706785422&all_sr_blocks=9102701_88190422_0_2_0&highlighted_blocks=9102701_88190422_0_2_0&matching_block_id=9102701_88190422_0_2_0&sr_pri_blocks=9102701_88190422_0_2_0__76950&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Agumar,2.0,3.0,8.0,10877.0,Double or Twin Room,Beds: 1 double or 2 twins,770,,"Retiro, Madrid",,2024/06/03,2024/06/09,Agumar,"Conveniently located across from central Madrid's Atocha Station, Hotel Agumar is under a 10-minute walk from the Prado, Thyssen and Reina Sofía Museums. It has simple, air-conditioned rooms with satellite TV and free Wi-Fi.
A breakfast buffet is served in the Piano Room at Agumar, including fresh fruit and hot dishes. Las Arenas restaurant serves Mediterranean cuisine and light meals are available at the cafeteria throughout the day.
The rooms feature a marble bathroom equipped with a bathrobe and hairdryer. They also have a safe and a selection of pillows.
Atocha Train Station is 320 yards away, with a high-speed AVE service and services to Barajas Airport. Madrid’s beautiful Retiro Park is also close to the Agumar Hotel."
36,https://cf.bstatic.com/xdata/images/hotel/square200/391729993.webp?k=a2f6f9ca813f6724509b1f5367f702a82efa84dac2c7b0546f850b6975b8999c&o=,https://www.booking.com/hotel/es/santodomingo.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARnIAQ_YAQHoAQH4AQKIAgGoAgO4Arn07a0GwAIB0gIkYzI0OTVjNGEtMGRiMy00YjczLWIxZmUtMGJhM2E1NGJhNjUx2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-03&checkout=2024-06-09&dest_id=-390625&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&nflt=ht_id%3D204&srpvid=ca9c4db85b0d002a&srepoch=1706785422&all_sr_blocks=9002619_341270536_0_42_0&highlighted_blocks=9002619_341270536_0_42_0&matching_block_id=9002619_341270536_0_42_0&sr_pri_blocks=9002619_341270536_0_42_0__104975&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Hotel Santo Domingo,0.6,2.0,7.5,6220.0,Small Double Room,1 full bed,1050,,"Madrid City Center, Madrid",9.4,2024/06/03,2024/06/09,Hotel Santo Domingo,"Hotel Santo Domingo is located in the heart of Madrid, within 492 feet of Gran Via and the Santo Domingo Metro Station. It features a sunroof terrace with a swimming pool and views of the city. The rooms are individually decorated, and offer free WiFi.
The property is composed of two interconnected areas, the main building and the annex building. Guests can relax on our terrace, open all-year round, while enjoying a cocktail and the stunning views of Madrid.
Public parking is available.
The famous Puerta del Sol is 5 minutes' walk from Hotel Santo Domingo, while Plaza Mayor Square and the Royal Palace are within 2625 feet of the property. The Prado Museum, Retiro Park, and the Santiago Bernabeu Stadium are all within 15 minutes from the hotel by metro."
37,https://cf.bstatic.com/xdata/images/hotel/square200/479193175.webp?k=92b2403e03121039b9a55febb1bc32927b23fca6dfd446906acf5b0702bf24f4&o=,https://www.booking.com/hotel/es/silkentorregardenmadrid.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARnIAQ_YAQHoAQH4AQKIAgGoAgO4Arn07a0GwAIB0gIkYzI0OTVjNGEtMGRiMy00YjczLWIxZmUtMGJhM2E1NGJhNjUx2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-03&checkout=2024-06-09&dest_id=-390625&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&nflt=ht_id%3D204&srpvid=ca9c4db85b0d002a&srepoch=1706785422&all_sr_blocks=9160203_93709393_2_2_0&highlighted_blocks=9160203_93709393_2_2_0&matching_block_id=9160203_93709393_2_2_0&sr_pri_blocks=9160203_93709393_2_2_0__57375&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Porcel Torre Garden,6.6,1.0,8.4,2667.0,Double or Twin Room,Beds: 1 double or 2 twins,574,,"Ciudad Lineal, Madrid",,2024/06/03,2024/06/09,Porcel Torre Garden,"Hotel Porcel Torre Garden offers modern accommodations with free Wi-Fi access and spacious rooms. It is located just 3.1 mi from central Madrid and 10 minutes’ drive from the airport.
The rooms at Torre Garden feature a separate seating area and views. Featuring simple décor, the rooms include air conditioning and satellite TV.
The hotel has good access to the city center by bus or metro. The IFEMA Trade Fair is 15 minutes away by car.
La Torre restaurant is open every day for buffet breakfast. The bar-cafeteria at Torre Garden is open from 08:00 until 23:00 for drinks and snacks."
38,https://cf.bstatic.com/xdata/images/hotel/square200/498910024.webp?k=27ef181f4e623b1462d27148fc08e6b863f088d9eb6bc5ce78a35532e8999355&o=,https://www.booking.com/hotel/es/umusic-madrid.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARnIAQ_YAQHoAQH4AQKIAgGoAgO4Arn07a0GwAIB0gIkYzI0OTVjNGEtMGRiMy00YjczLWIxZmUtMGJhM2E1NGJhNjUx2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-03&checkout=2024-06-09&dest_id=-390625&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&nflt=ht_id%3D204&srpvid=ca9c4db85b0d002a&srepoch=1706785422&all_sr_blocks=901221902_360936116_2_42_0&highlighted_blocks=901221902_360936116_2_42_0&matching_block_id=901221902_360936116_2_42_0&sr_pri_blocks=901221902_360936116_2_42_0__182000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,UMusic Hotel Madrid,150.0,3.0,8.9,1875.0,Deluxe Guest Room,1 queen bed,1820,2800.0,"Madrid City Center, Madrid",9.6,2024/06/03,2024/06/09,UMusic Hotel Madrid,"In a prime location in the center of Madrid, UMusic Hotel Madrid provides air-conditioned rooms, a seasonal outdoor swimming pool, free WiFi and a fitness center. Featuring room service, this property also has a restaurant and a terrace. The property has entertainment staff and a concierge service.
At the hotel, all rooms have a desk. All rooms are equipped with a safety deposit box, while some rooms come with a patio. All guest rooms feature a closet.
Breakfast is available every morning, and includes buffet, à la carte and gluten-free options.
Guests can use the business center or relax in the bar. Speaking German, English, Spanish and French at the reception, staff will be happy to provide guests with practical information on the area.
Popular points of interest near UMusic Hotel Madrid include Plaza Mayor, Mercado San Miguel and Puerta del Sol. The nearest airport is Adolfo Suarez Madrid-Barajas Airport, 8.7 miles from the accommodation."
39,https://cf.bstatic.com/xdata/images/hotel/square200/23680227.webp?k=a50dfad5bd522e99710837e5a572a48b49e52e83764867bcbfa2d97b1fda6e76&o=,https://www.booking.com/hotel/es/espahotel-plaza-basilica.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARnIAQ_YAQHoAQH4AQKIAgGoAgO4Arn07a0GwAIB0gIkYzI0OTVjNGEtMGRiMy00YjczLWIxZmUtMGJhM2E1NGJhNjUx2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-03&checkout=2024-06-09&dest_id=-390625&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&nflt=ht_id%3D204&srpvid=ca9c4db85b0d002a&srepoch=1706785422&all_sr_blocks=27439201_383732255_0_0_0&highlighted_blocks=27439201_383732255_0_0_0&matching_block_id=27439201_383732255_0_0_0&sr_pri_blocks=27439201_383732255_0_0_0__92000&from=searchresults#hotelTmpl,Espahotel Plaza Basílica,3.7,,8.2,1263.0,Studio (2 Adults),1 full bed,920,,"Tetuan, Madrid",,2024/06/03,2024/06/09,Espahotel Plaza Basílica,"Espahotel Plaza Basílica is located 10 minutes’ walk from Real Madrid’s Santiago Bernabéu Stadium in Madrid’s financial district. It offers modern apartments with Wi-Fi connection and satellite TV.
All Plaza Basílica apartments are equipped with air conditioning and heating. The bedrooms and living rooms feature carpeted floors.
The bathrooms come with a hairdryer and bathroom amenities. In the kitchens there is a hob.
Staff at the hotel’s 24-hour reception can provide information about what to see and do in Madrid. There are also car rental and currency exchange services available.
Espahotel Plaza Basílica is 1312 feet from the Corte Inglés and 14 minutes' walk from Santiago Bernabéu stadium. There is a variety of restaurants in the surrounding streets. Madrid’s Convention Center, the Palacio de Congresos, is 10 minutes’ walk away."
40,https://cf.bstatic.com/xdata/images/hotel/square200/316085230.webp?k=8196bf408b9cf8363056a18748babcaa738114dc05e932a5b1c70f72795958a6&o=,https://www.booking.com/hotel/es/catalonia-goya.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARnIAQ_YAQHoAQH4AQKIAgGoAgO4Arn07a0GwAIB0gIkYzI0OTVjNGEtMGRiMy00YjczLWIxZmUtMGJhM2E1NGJhNjUx2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-03&checkout=2024-06-09&dest_id=-390625&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&nflt=ht_id%3D204&srpvid=ca9c4db85b0d002a&srepoch=1706785422&all_sr_blocks=9160406_198634744_0_2_0&highlighted_blocks=9160406_198634744_0_2_0&matching_block_id=9160406_198634744_0_2_0&sr_pri_blocks=9160406_198634744_0_2_0__124000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Catalonia Goya,2.0,3.0,8.8,1174.0,Double or Twin Room,Beds: 1 double or 2 twins,1240,,"Salamanca, Madrid",9.6,2024/06/03,2024/06/09,Catalonia Goya,"Catalonia Goya is set in a 19th-century building, next to Velázquez Metro Station, in Madrid’s exclusive shopping district. It offers free Wi-Fi, and is 5 minutes’ walk from Retiro Park.
The soundproofed rooms have air conditioning and feature wooden floors and elegant dark furniture. All rooms feature double-glazed Climalit windows. Each has flat-screen satellite smart TV equipped with Chromecast app, and there is a mini-bar and safe. The private bathroom comes with a hairdryer.
The hotel features a café-bar, which is open until 23:00. There is a 24-hour front desk and room service until 23:00h.
Guests can enjoy a small fitness center and the new plunge pool in the patio next to the bar. It is open during summer months.
We can arrange airport shuttle service with companies external to Catalonia Hotels (external service), available for a supplement. Public parking can be found near the hotel, at an extra cost. The Wizink Center  is 5 minutes' walk from the property."
41,https://cf.bstatic.com/xdata/images/hotel/square200/503896617.webp?k=66a50b0f5c197decc0e60b8b8a62d652dcec10df566bcbc00c1170d839059032&o=,https://www.booking.com/hotel/es/ac-feria-madrid.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARnIAQ_YAQHoAQH4AQKIAgGoAgO4Arn07a0GwAIB0gIkYzI0OTVjNGEtMGRiMy00YjczLWIxZmUtMGJhM2E1NGJhNjUx2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-03&checkout=2024-06-09&dest_id=-390625&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&nflt=ht_id%3D204&srpvid=ca9c4db85b0d002a&srepoch=1706785422&all_sr_blocks=9407109_274565073_0_2_0&highlighted_blocks=9407109_274565073_0_2_0&matching_block_id=9407109_274565073_0_2_0&sr_pri_blocks=9407109_274565073_0_2_0__80410&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,AC Hotel Madrid Feria by Marriott,8.7,3.0,8.7,1415.0,Double Room,1 full bed,804,,"Hortaleza, Madrid",,2024/06/03,2024/06/09,AC Hotel Madrid Feria by Marriott,"This modern hotel is located just 5 minutes’ drive from Madrid’s Campo de las Naciones. On week days it offers a free shuttle to IFEMA Congress Center and the Palacio Municipal de Congresos, located 5 minutes away.
The elegant rooms at AC Hotel Madrid Feria feature parquet floors and smart décor. Each one comes with flat-screen satellite TV, a mini-bar and a private bathroom with a hairdryer. Free WiFi is available in all areas.
The hotel’s AC Lounge serves a range of Spanish and international food, as well as a good selection of wines, snacks and drinks.
The hotel has a free 24-hour fitness center. Staff at reception can provide information about what to see and do in Madrid. They can also reserve tennis or padel courts or arrange reservations at El Olivar de Hinojosa Golf Course.
Madrid’s Barajas Airport is a 10-minute drive from the hotel, and there is easy access to the M-40 Motorway. San Lorenzo Metro Station connects you with central Madrid in around 20 minutes. Ciudad Deportiva del Real Madrid Sport Complex is a 10-minute drive from the hotel.
Shuttle service upon availability.
Distance in property description is calculated using © OpenStreetMap
Show me more"
42,https://cf.bstatic.com/xdata/images/hotel/square200/452906354.webp?k=5d92d67fb47bb6e033e25e408801af2e59874b204337b74178ef50d16569594c&o=,https://www.booking.com/hotel/es/holiday-inn-express-madrid-airport-an-ihg.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARnIAQ_YAQHoAQH4AQKIAgGoAgO4Arn07a0GwAIB0gIkYzI0OTVjNGEtMGRiMy00YjczLWIxZmUtMGJhM2E1NGJhNjUx2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-03&checkout=2024-06-09&dest_id=-390625&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&nflt=ht_id%3D204&srpvid=ca9c4db85b0d002a&srepoch=1706785422&all_sr_blocks=895466101_360146540_2_41_0&highlighted_blocks=895466101_360146540_2_41_0&matching_block_id=895466101_360146540_2_41_0&sr_pri_blocks=895466101_360146540_2_41_0__58842&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Holiday Inn Express - Madrid - Airport, an IHG Hotel",13.5,1.0,8.7,2234.0,Standard Queen Room,1 queen bed,588,,"San Blas, Madrid",,2024/06/03,2024/06/09,"Holiday Inn Express - Madrid - Airport, an IHG Hotel","Holiday Inn Express - Madrid - Airport, an IHG Hotel has a seasonal outdoor swimming pool, fitness center, a garden and shared lounge in Madrid. Featuring a terrace, the 3-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. Guests can use a bar.
All rooms at the hotel come with a seating area and a flat-screen TV with satellite channels. At Holiday Inn Express - Madrid - Airport, an IHG Hotel all rooms include bed linen and towels.
A buffet breakfast is available every morning at the accommodation. At Holiday Inn Express - Madrid - Airport, an IHG Hotel you'll find a restaurant serving Mediterranean cuisine. Vegetarian and gluten-free options can also be requested.
A business center and vending machines with snacks and drinks are available on site at the hotel. Speaking English, Spanish and French at the 24-hour front desk, staff are always on hand to help.
IFEMA Convention Center is 6 miles from Holiday Inn Express - Madrid - Airport, an IHG Hotel, while Santiago Bernabéu Stadium is 10 miles from the property. The nearest airport is Adolfo Suarez Madrid-Barajas Airport, 1.9 miles from the accommodation.
Distance in property description is calculated using © OpenStreetMap
Show me more"
